DATE 	LAT 	LON 	magni 	DEPTHkm 	REGION
07-JUN-2012 21:10:12 	-30.43 	-177.73 	4.6 	35.0 	KERMADEC ISLANDS, NEW ZEALAND
07-JUN-2012 20:54:27 	40.83 	27.91 	4.9 	10.0 	TURKEY
07-JUN-2012 18:02:42 	-15.06 	-173.68 	4.8 	29.2 	TONGA ISLANDS
07-JUN-2012 17:06:46 	-22.41 	-65.92 	4.8 	251.9 	JUJUY PROVINCE, ARGENTINA
07-JUN-2012 16:03:18 	-15.95 	-72.53 	6.1 	102.9 	SOUTHERN PERU
07-JUN-2012 14:37:30 	-44.29 	169.75 	4.0 	13.0 	SOUTH ISLAND, NEW ZEALAND
07-JUN-2012 10:17:15 	41.35 	20.88 	4.4 	9.8 	ALBANIA
07-JUN-2012 09:01:52 	-20.13 	-176.30 	5.9 	271.5 	FIJI ISLANDS REGION
07-JUN-2012 07:40:55 	-31.62 	-71.42 	4.8 	51.9 	NEAR COAST OF CENTRAL CHILE
07-JUN-2012 06:03:58 	-25.93 	-177.24 	4.9 	99.6 	SOUTH OF FIJI ISLANDS
07-JUN-2012 05:17:11 	-0.91 	133.31 	4.7 	46.1 	IRIAN JAYA REGION, INDONESIA
07-JUN-2012 04:05:05 	-35.99 	-70.77 	5.8 	7.0 	CHILE-ARGENTINA BORDER REGION
07-JUN-2012 01:10:30 	1.61 	126.62 	4.0 	52.3 	NORTHERN MOLUCCA SEA
07-JUN-2012 00:22:51 	-15.32 	-177.97 	4.5 	35.0 	FIJI ISLANDS REGION
07-JUN-2012 00:02:27 	-22.91 	-174.72 	5.0 	10.0 	TONGA ISLANDS REGION
06-JUN-2012 22:39:00 	51.58 	96.44 	4.0 	10.0 	SOUTHWESTERN SIBERIA, RUSSIA
06-JUN-2012 22:14:44 	29.76 	50.67 	4.1 	13.3 	SOUTHERN IRAN
06-JUN-2012 21:49:15 	-22.81 	-174.66 	4.6 	10.0 	TONGA ISLANDS REGION
06-JUN-2012 21:27:17 	34.76 	141.31 	4.2 	28.9 	OFF EAST COAST OF HONSHU, JAPAN
06-JUN-2012 21:05:48 	-13.08 	166.87 	4.2 	202.7 	VANUATU ISLANDS
06-JUN-2012 16:55:58 	1.49 	126.35 	4.9 	10.0 	NORTHERN MOLUCCA SEA
06-JUN-2012 16:16:19 	51.73 	96.18 	4.7 	10.0 	SOUTHWESTERN SIBERIA, RUSSIA
06-JUN-2012 16:11:14 	-27.03 	-177.44 	5.0 	110.8 	KERMADEC ISLANDS REGION
06-JUN-2012 15:38:28 	-1.19 	27.10 	4.8 	10.0 	ZAIRE
06-JUN-2012 15:02:40 	4.27 	-32.42 	4.6 	10.0 	CENTRAL MID-ATLANTIC RIDGE
06-JUN-2012 14:23:13 	8.54 	-82.57 	4.6 	39.9 	PANAMA-COSTA RICA BORDER REGION
06-JUN-2012 14:04:16 	51.71 	96.04 	5.1 	17.7 	SOUTHWESTERN SIBERIA, RUSSIA
06-JUN-2012 11:40:03 	-20.16 	-177.97 	4.5 	532.0 	FIJI ISLANDS REGION
06-JUN-2012 10:01:42 	-31.38 	-68.89 	4.3 	105.1 	SAN JUAN PROVINCE, ARGENTINA
06-JUN-2012 09:35:34 	-27.43 	-63.30 	4.4 	575.9 	SANTIAGO DEL ESTERO PROV., ARG.
06-JUN-2012 08:15:47 	17.49 	-101.01 	4.2 	42.3 	NEAR COAST OF GUERRERO, MEXICO
06-JUN-2012 07:58:13 	54.15 	-10.90 	4.0 	3.0 	EIRE
06-JUN-2012 07:55:51 	18.74 	145.45 	4.7 	245.9 	MARIANA ISLANDS
06-JUN-2012 04:17:30 	-0.92 	126.79 	4.4 	36.1 	SOUTHERN MOLUCCA SEA
06-JUN-2012 04:08:31 	44.43 	12.35 	4.5 	10.0 	NORTHERN ITALY
06-JUN-2012 02:24:47 	-10.74 	161.37 	4.8 	33.3 	SOLOMON ISLANDS
06-JUN-2012 01:08:33 	22.39 	121.45 	5.5 	8.0 	TAIWAN REGION
06-JUN-2012 00:34:15 	-25.34 	70.08 	4.4 	10.0 	MID-INDIAN RIDGE
06-JUN-2012 00:26:31 	-23.45 	179.98 	4.4 	557.3 	SOUTH OF FIJI ISLANDS
05-JUN-2012 23:35:34 	-35.94 	178.33 	4.4 	119.5 	OFF E. COAST OF N. ISLAND, N.Z.
05-JUN-2012 23:22:57 	-18.78 	168.97 	4.9 	216.1 	VANUATU ISLANDS
05-JUN-2012 23:08:15 	-57.95 	-25.32 	4.7 	59.6 	SOUTH SANDWICH ISLANDS REGION
05-JUN-2012 23:07:53 	-57.91 	-25.55 	4.4 	35.0 	SOUTH SANDWICH ISLANDS REGION
05-JUN-2012 23:05:48 	48.35 	154.17 	4.4 	92.4 	KURIL ISLANDS
05-JUN-2012 23:00:33 	-23.41 	-179.97 	4.2 	544.3 	SOUTH OF FIJI ISLANDS
05-JUN-2012 22:22:49 	-35.50 	78.40 	4.4 	10.0 	MID-INDIAN RIDGE
05-JUN-2012 20:37:25 	36.82 	141.27 	4.6 	35.3 	NEAR EAST COAST OF HONSHU, JAPAN
05-JUN-2012 20:03:04 	42.45 	138.62 	4.2 	244.9 	EASTERN SEA OF JAPAN
05-JUN-2012 19:31:33 	34.96 	141.17 	6.1 	13.7 	OFF EAST COAST OF HONSHU, JAPAN
05-JUN-2012 17:43:15 	36.54 	70.37 	4.2 	192.3 	HINDU KUSH REGION, AFGHANISTAN
05-JUN-2012 16:29:48 	41.49 	46.79 	4.2 	38.3 	EASTERN CAUCASUS
05-JUN-2012 14:46:25 	-15.31 	167.29 	4.2 	115.9 	VANUATU ISLANDS
05-JUN-2012 14:44:50 	-25.13 	179.63 	4.5 	503.4 	SOUTH OF FIJI ISLANDS
05-JUN-2012 13:05:54 	37.10 	142.58 	4.6 	22.4 	OFF EAST COAST OF HONSHU, JAPAN
05-JUN-2012 12:43:29 	19.35 	-155.28 	4.1 	0.7 	HAWAII
05-JUN-2012 11:19:36 	62.40 	-152.67 	4.0 	7.2 	CENTRAL ALASKA
05-JUN-2012 11:01:17 	5.45 	94.65 	5.6 	36.4 	NORTHERN SUMATERA, INDONESIA
05-JUN-2012 09:56:30 	24.15 	122.29 	4.4 	37.0 	TAIWAN REGION
05-JUN-2012 08:35:40 	-0.97 	126.92 	4.7 	63.1 	SOUTHERN MOLUCCA SEA
05-JUN-2012 07:47:08 	38.28 	-30.63 	4.9 	10.0 	AZORES ISLANDS
05-JUN-2012 07:32:47 	-0.80 	133.34 	4.7 	33.1 	IRIAN JAYA REGION, INDONESIA
05-JUN-2012 07:20:52 	-18.11 	168.32 	5.2 	80.9 	VANUATU ISLANDS
05-JUN-2012 05:13:17 	13.95 	-91.02 	4.4 	74.5 	NEAR COAST OF GUATEMALA
05-JUN-2012 03:24:54 	14.81 	-92.66 	4.3 	79.9 	NEAR COAST OF CHIAPAS, MEXICO
05-JUN-2012 02:07:05 	48.46 	154.42 	4.4 	62.6 	KURIL ISLANDS
05-JUN-2012 01:50:00 	14.22 	145.38 	4.8 	118.4 	MARIANA ISLANDS
05-JUN-2012 01:23:10 	19.34 	-155.28 	4.0 	0.5 	HAWAII
05-JUN-2012 00:35:26 	13.50 	-44.85 	5.1 	10.0 	NORTHERN MID-ATLANTIC RIDGE
04-JUN-2012 23:31:03 	-29.33 	-71.21 	4.2 	47.4 	NEAR COAST OF CENTRAL CHILE
04-JUN-2012 21:51:32 	38.52 	144.81 	4.3 	35.0 	OFF EAST COAST OF HONSHU, JAPAN
04-JUN-2012 21:37:32 	-15.10 	-75.54 	4.4 	40.0 	NEAR COAST OF PERU
04-JUN-2012 21:23:53 	38.32 	-25.92 	4.4 	7.1 	AZORES ISLANDS
04-JUN-2012 21:09:17 	-4.77 	153.15 	4.3 	35.0 	NEW IRELAND REGION, P.N.G.
04-JUN-2012 20:38:28 	24.18 	122.25 	4.4 	51.1 	TAIWAN REGION
04-JUN-2012 16:40:03 	-0.68 	127.70 	5.0 	35.0 	HALMAHERA, INDONESIA
04-JUN-2012 16:14:49 	2.14 	68.82 	4.6 	10.0 	NORTH INDIAN OCEAN
04-JUN-2012 16:11:27 	-9.18 	118.44 	4.3 	85.0 	SUMBAWA REGION, INDONESIA
04-JUN-2012 15:52:09 	-55.28 	-28.74 	4.0 	10.0 	SOUTH SANDWICH ISLANDS REGION
04-JUN-2012 15:40:52 	-24.60 	-177.78 	4.2 	35.0 	SOUTH OF FIJI ISLANDS
04-JUN-2012 14:19:53 	36.90 	28.24 	4.2 	12.3 	DODECANESE ISLANDS
04-JUN-2012 14:18:52 	-15.28 	-177.92 	5.3 	10.0 	FIJI ISLANDS REGION
04-JUN-2012 14:18:41 	-15.13 	-177.99 	5.7 	10.0 	FIJI ISLANDS REGION
04-JUN-2012 11:18:15 	-7.67 	106.42 	5.1 	67.2 	JAWA, INDONESIA
04-JUN-2012 08:33:16 	5.46 	-82.39 	4.6 	10.0 	SOUTH OF PANAMA
04-JUN-2012 06:51:05 	32.26 	130.84 	4.3 	45.1 	KYUSHU, JAPAN
04-JUN-2012 05:12:02 	13.83 	-90.81 	4.7 	98.3 	NEAR COAST OF GUATEMALA
04-JUN-2012 03:15:24 	5.51 	-82.46 	4.4 	5.9 	SOUTH OF PANAMA
04-JUN-2012 00:45:15 	5.31 	-82.63 	6.3 	7.0 	SOUTH OF PANAMA
04-JUN-2012 00:22:33 	-23.00 	-175.13 	4.8 	35.0 	TONGA ISLANDS REGION
04-JUN-2012 00:15:41 	-21.94 	169.13 	5.0 	35.0 	LOYALTY ISLANDS REGION
03-JUN-2012 23:19:16 	35.83 	79.72 	4.3 	45.2 	KASHMIR-XIZANG BORDER REGION
03-JUN-2012 23:17:01 	-22.22 	-67.08 	4.1 	180.3 	CHILE-BOLIVIA BORDER REGION
03-JUN-2012 21:00:58 	-60.50 	-25.69 	4.9 	31.2 	SOUTH SANDWICH ISLANDS REGION
03-JUN-2012 19:20:43 	44.94 	11.02 	4.8 	6.0 	NORTHERN ITALY
03-JUN-2012 19:11:25 	-24.11 	-70.20 	4.7 	26.2 	NEAR COAST OF NORTHERN CHILE
03-JUN-2012 17:06:05 	41.11 	139.96 	4.3 	162.5 	HOKKAIDO, JAPAN REGION
03-JUN-2012 16:44:24 	36.58 	138.42 	4.2 	167.8 	EASTERN HONSHU, JAPAN
03-JUN-2012 14:57:32 	36.52 	5.23 	4.0 	10.0 	NORTHERN ALGERIA
03-JUN-2012 14:51:26 	-21.94 	-179.30 	4.6 	573.4 	FIJI ISLANDS REGION
03-JUN-2012 14:36:54 	-3.81 	-103.03 	4.7 	10.0 	CENTRAL EAST PACIFIC RISE
03-JUN-2012 14:14:50 	-3.83 	-103.55 	4.5 	10.0 	CENTRAL EAST PACIFIC RISE
03-JUN-2012 14:10:39 	18.93 	39.31 	4.2 	41.3 	RED SEA
03-JUN-2012 13:51:46 	6.76 	123.84 	4.6 	594.4 	MINDANAO, PHILIPPINE ISLANDS
03-JUN-2012 13:46:20 	-50.77 	162.34 	4.5 	10.0 	AUCKLAND ISLANDS REGION
03-JUN-2012 13:45:44 	51.42 	176.83 	4.1 	37.6 	RAT ISLANDS, ALEUTIAN ISLANDS
03-JUN-2012 11:54:31 	3.31 	-82.88 	4.7 	10.0 	SOUTH OF PANAMA
03-JUN-2012 11:43:43 	-21.42 	-68.11 	4.5 	110.5 	CHILE-BOLIVIA BORDER REGION
03-JUN-2012 11:39:24 	-21.33 	-68.01 	5.0 	104.8 	CHILE-BOLIVIA BORDER REGION
03-JUN-2012 11:14:47 	-16.24 	67.21 	4.9 	10.0 	MID-INDIAN RIDGE
03-JUN-2012 11:00:54 	18.73 	39.41 	4.2 	10.0 	RED SEA
03-JUN-2012 10:49:42 	35.84 	99.86 	4.5 	20.9 	QINGHAI, CHINA
03-JUN-2012 08:21:49 	-26.50 	-63.39 	4.9 	559.6 	SANTIAGO DEL ESTERO PROV., ARG.
03-JUN-2012 06:47:29 	-43.51 	172.76 	4.2 	9.3 	SOUTH ISLAND, NEW ZEALAND
03-JUN-2012 04:07:10 	40.16 	141.96 	4.6 	66.2 	NEAR EAST COAST OF HONSHU, JAPAN
03-JUN-2012 01:13:30 	-21.09 	-174.61 	4.7 	10.0 	TONGA ISLANDS
03-JUN-2012 00:58:42 	29.59 	131.62 	4.4 	26.1 	SOUTHEAST OF RYUKYU ISLANDS
03-JUN-2012 00:33:04 	18.03 	-63.17 	4.1 	102.2 	LEEWARD ISLANDS
02-JUN-2012 22:15:00 	3.43 	126.65 	4.0 	66.5 	TALAUD ISLANDS, INDONESIA
02-JUN-2012 21:36:12 	-36.17 	-73.73 	4.4 	56.1 	NEAR COAST OF CENTRAL CHILE
02-JUN-2012 21:35:20 	-16.28 	-173.61 	4.3 	10.0 	TONGA ISLANDS
02-JUN-2012 21:28:32 	-31.97 	-177.78 	4.3 	35.0 	KERMADEC ISLANDS REGION
02-JUN-2012 18:16:58 	-5.64 	141.33 	4.9 	36.5 	NEW GUINEA, PAPUA NEW GUINEA
02-JUN-2012 13:50:29 	0.33 	126.34 	4.6 	67.8 	NORTHERN MOLUCCA SEA
02-JUN-2012 09:02:44 	25.79 	142.57 	4.3 	78.2 	VOLCANO ISLANDS REGION
02-JUN-2012 07:52:53 	-22.06 	-63.56 	6.0 	527.0 	SALTA PROVINCE, ARGENTINA
02-JUN-2012 07:50:16 	2.34 	90.37 	4.4 	10.0 	OFF W COAST OF NORTHERN SUMATERA
02-JUN-2012 07:31:09 	-22.07 	-63.56 	4.4 	514.5 	SALTA PROVINCE, ARGENTINA
02-JUN-2012 06:18:24 	-27.77 	-66.67 	4.5 	154.6 	CATAMARCA PROVINCE, ARGENTINA
02-JUN-2012 05:01:02 	-49.28 	120.49 	4.7 	10.0 	WESTERN INDIAN-ANTARCTIC RIDGE
02-JUN-2012 04:17:24 	28.99 	53.05 	4.0 	46.0 	SOUTHERN IRAN
02-JUN-2012 02:40:23 	-0.71 	138.77 	4.4 	10.0 	IRIAN JAYA REGION, INDONESIA
02-JUN-2012 00:37:05 	50.53 	-130.32 	4.1 	10.0 	VANCOUVER ISLAND REGION
02-JUN-2012 00:32:21 	43.16 	46.23 	4.5 	71.8 	EASTERN CAUCASUS
02-JUN-2012 00:22:19 	-17.28 	-69.50 	4.0 	152.7 	PERU-BOLIVIA BORDER REGION
01-JUN-2012 21:35:49 	-16.24 	-174.86 	4.2 	10.0 	TONGA ISLANDS
01-JUN-2012 20:52:49 	-43.56 	172.88 	4.1 	12.3 	SOUTH ISLAND, NEW ZEALAND
01-JUN-2012 20:15:52 	-76.82 	-150.32 	4.3 	15.4 	ANTARCTICA
01-JUN-2012 20:12:23 	29.68 	-108.52 	4.1 	100.0 	CHIHUAHUA, MEXICO
01-JUN-2012 19:59:13 	-0.54 	133.16 	4.4 	29.5 	IRIAN JAYA REGION, INDONESIA
01-JUN-2012 19:56:04 	-6.71 	129.82 	4.6 	132.4 	BANDA SEA
01-JUN-2012 19:11:22 	35.67 	140.69 	4.6 	42.2 	NEAR EAST COAST OF HONSHU, JAPAN
01-JUN-2012 18:38:48 	-0.89 	133.45 	4.0 	27.2 	IRIAN JAYA REGION, INDONESIA
01-JUN-2012 18:19:52 	-31.70 	-68.60 	4.7 	18.9 	SAN JUAN PROVINCE, ARGENTINA
01-JUN-2012 17:58:54 	-21.15 	-68.54 	4.6 	111.5 	CHILE-BOLIVIA BORDER REGION
01-JUN-2012 12:32:22 	39.79 	75.24 	4.9 	10.3 	SOUTHERN XINJIANG, CHINA
01-JUN-2012 11:03:41 	23.76 	61.96 	5.1 	14.7 	OFF COAST OF PAKISTAN
01-JUN-2012 08:48:10 	35.98 	139.64 	5.1 	63.1 	NEAR S. COAST OF HONSHU, JAPAN
01-JUN-2012 08:08:10 	-31.63 	-177.54 	4.4 	50.3 	KERMADEC ISLANDS REGION
01-JUN-2012 06:56:20 	-0.72 	133.27 	5.7 	25.0 	IRIAN JAYA REGION, INDONESIA
01-JUN-2012 06:18:50 	2.53 	126.13 	4.9 	64.2 	NORTHERN MOLUCCA SEA
01-JUN-2012 05:07:01 	-77.16 	-148.92 	5.5 	12.0 	ANTARCTICA
01-JUN-2012 04:12:17 	48.86 	-129.16 	4.0 	10.0 	VANCOUVER ISLAND REGION
01-JUN-2012 02:51:45 	-17.32 	-178.46 	4.1 	458.8 	FIJI ISLANDS REGION
01-JUN-2012 01:49:48 	49.18 	-128.79 	4.0 	10.5 	VANCOUVER ISLAND REGION
31-MAY-2012 23:13:10 	-0.79 	133.37 	4.2 	32.8 	IRIAN JAYA REGION, INDONESIA
31-MAY-2012 23:01:03 	-0.90 	133.18 	5.6 	53.2 	IRIAN JAYA REGION, INDONESIA
31-MAY-2012 15:55:34 	-20.36 	-178.15 	4.6 	536.5 	FIJI ISLANDS REGION
31-MAY-2012 15:35:57 	24.71 	67.25 	4.0 	14.4 	PAKISTAN
31-MAY-2012 12:50:46 	5.19 	127.37 	4.3 	159.6 	PHILIPPINE ISLANDS REGION
31-MAY-2012 06:35:54 	-11.37 	-77.53 	4.0 	46.0 	NEAR COAST OF PERU
31-MAY-2012 06:06:49 	-23.22 	-176.84 	4.6 	123.4 	SOUTH OF FIJI ISLANDS
31-MAY-2012 05:49:32 	37.56 	141.24 	4.6 	52.0 	NEAR EAST COAST OF HONSHU, JAPAN
31-MAY-2012 04:57:25 	-8.47 	-74.13 	4.6 	161.7 	PERU-BRAZIL BORDER REGION
30-MAY-2012 23:28:25 	39.62 	143.53 	4.1 	22.9 	OFF EAST COAST OF HONSHU, JAPAN
30-MAY-2012 22:27:56 	-43.44 	171.50 	4.5 	10.0 	SOUTH ISLAND, NEW ZEALAND
30-MAY-2012 22:00:48 	30.12 	108.13 	4.1 	10.0 	SICHUAN, CHINA
30-MAY-2012 21:59:02 	-10.22 	-74.52 	4.8 	19.2 	CENTRAL PERU
30-MAY-2012 21:24:25 	19.39 	-108.82 	4.6 	10.0 	REVILLA GIGEDO ISLANDS REGION
30-MAY-2012 21:22:32 	54.74 	161.39 	5.2 	49.8 	NEAR EAST COAST OF KAMCHATKA
30-MAY-2012 21:20:56 	43.38 	78.75 	5.3 	17.2 	LAKE ISSYK-KUL REGION
30-MAY-2012 16:48:35 	0.53 	126.36 	4.4 	53.8 	NORTHERN MOLUCCA SEA
30-MAY-2012 16:30:55 	38.83 	142.17 	4.5 	58.4 	NEAR EAST COAST OF HONSHU, JAPAN
30-MAY-2012 15:45:27 	10.17 	125.52 	4.4 	145.6 	LEYTE, PHILIPPINE ISLANDS
30-MAY-2012 15:28:35 	14.61 	-94.31 	4.2 	16.1 	OFF COAST OF CHIAPAS, MEXICO
30-MAY-2012 15:07:22 	14.54 	-94.41 	4.1 	16.1 	OFF COAST OF CHIAPAS, MEXICO
30-MAY-2012 14:07:49 	-36.19 	-100.95 	4.5 	10.0 	SOUTHEAST OF EASTER ISLAND
30-MAY-2012 13:56:14 	11.27 	139.56 	5.0 	50.5 	WESTERN CAROLINE ISLANDS
30-MAY-2012 13:23:01 	8.22 	91.78 	4.9 	16.2 	NICOBAR ISLANDS, INDIA
30-MAY-2012 09:28:14 	24.53 	95.07 	4.5 	103.1 	MYANMAR
30-MAY-2012 06:57:05 	-6.21 	130.38 	4.3 	146.9 	BANDA SEA
30-MAY-2012 06:55:48 	28.55 	52.32 	4.8 	30.5 	SOUTHERN IRAN
30-MAY-2012 05:14:00 	33.67 	-119.05 	4.1 	0.1 	SOUTHERN CALIFORNIA
30-MAY-2012 00:57:50 	5.28 	-73.71 	4.2 	156.3 	COLOMBIA
29-MAY-2012 23:54:30 	1.90 	89.47 	4.3 	10.0 	NORTH INDIAN OCEAN
29-MAY-2012 23:38:26 	15.99 	-98.41 	4.1 	20.0 	OFF COAST OF GUERRERO, MEXICO
29-MAY-2012 22:47:52 	-11.45 	125.22 	4.3 	15.9 	TIMOR SEA
29-MAY-2012 22:44:29 	16.62 	-98.00 	4.5 	9.9 	NEAR COAST OF GUERRERO, MEXICO
29-MAY-2012 20:08:09 	-15.36 	173.80 	5.0 	15.0 	FIJI ISLANDS REGION
29-MAY-2012 18:28:01 	44.92 	10.92 	4.0 	14.4 	NORTHERN ITALY
29-MAY-2012 18:17:34 	0.33 	92.20 	4.8 	15.9 	OFF W COAST OF NORTHERN SUMATERA
29-MAY-2012 17:45:46 	-22.10 	-175.87 	4.6 	136.0 	TONGA ISLANDS REGION
29-MAY-2012 16:44:39 	-2.26 	133.51 	4.0 	35.0 	IRIAN JAYA REGION, INDONESIA
29-MAY-2012 16:37:28 	51.32 	-179.47 	4.9 	63.1 	ANDREANOF ISLANDS, ALEUTIAN IS.
29-MAY-2012 16:13:45 	-55.89 	-28.11 	4.5 	133.4 	SOUTH SANDWICH ISLANDS REGION
29-MAY-2012 15:52:59 	42.38 	143.11 	4.7 	57.7 	HOKKAIDO, JAPAN REGION
29-MAY-2012 15:17:39 	39.02 	144.69 	4.7 	18.7 	OFF EAST COAST OF HONSHU, JAPAN
29-MAY-2012 15:15:45 	12.62 	143.41 	4.2 	49.8 	SOUTH OF MARIANA ISLANDS
29-MAY-2012 15:14:58 	-58.88 	-25.56 	4.9 	83.7 	SOUTH SANDWICH ISLANDS REGION
29-MAY-2012 14:39:40 	44.87 	11.02 	4.3 	10.0 	NORTHERN ITALY
29-MAY-2012 13:49:55 	36.29 	70.30 	4.1 	157.9 	HINDU KUSH REGION, AFGHANISTAN
29-MAY-2012 11:00:25 	44.92 	10.93 	4.7 	10.0 	NORTHERN ITALY
29-MAY-2012 10:55:57 	44.86 	10.99 	5.4 	9.9 	NORTHERN ITALY
29-MAY-2012 08:40:58 	44.89 	10.96 	4.2 	5.3 	NORTHERN ITALY
29-MAY-2012 08:36:00 	44.86 	11.06 	4.1 	10.0 	NORTHERN ITALY
29-MAY-2012 08:27:23 	44.85 	11.11 	4.7 	10.0 	NORTHERN ITALY
29-MAY-2012 08:25:51 	44.90 	10.94 	4.5 	3.2 	NORTHERN ITALY
29-MAY-2012 08:24:48 	34.91 	24.75 	4.0 	37.0 	CRETE
29-MAY-2012 08:15:09 	44.88 	11.08 	4.0 	10.3 	NORTHERN ITALY
29-MAY-2012 07:23:32 	42.68 	22.96 	4.5 	14.7 	BULGARIA
29-MAY-2012 07:00:03 	44.82 	11.07 	5.8 	9.0 	NORTHERN ITALY
29-MAY-2012 05:07:35 	16.93 	147.42 	4.5 	39.5 	MARIANA ISLANDS REGION
29-MAY-2012 04:17:32 	54.19 	169.07 	4.5 	19.6 	KOMANDORSKY ISLANDS REGION
29-MAY-2012 03:33:26 	-22.01 	-179.49 	5.9 	605.4 	SOUTH OF FIJI ISLANDS
29-MAY-2012 02:40:54 	54.38 	168.92 	5.6 	17.8 	KOMANDORSKY ISLANDS REGION
29-MAY-2012 01:56:05 	39.16 	144.65 	4.5 	40.6 	OFF EAST COAST OF HONSHU, JAPAN
29-MAY-2012 01:15:25 	3.38 	127.29 	4.1 	71.8 	TALAUD ISLANDS, INDONESIA
29-MAY-2012 00:27:20 	24.77 	-99.18 	4.3 	5.0 	CENTRAL MEXICO
28-MAY-2012 23:31:25 	-5.28 	151.64 	4.4 	75.1 	NEW BRITAIN REGION, P.N.G.
28-MAY-2012 21:47:10 	-19.98 	-175.97 	5.9 	219.0 	TONGA ISLANDS
28-MAY-2012 16:47:55 	9.50 	-40.53 	4.6 	10.0 	CENTRAL MID-ATLANTIC RIDGE
28-MAY-2012 16:44:14 	4.79 	118.32 	4.6 	39.5 	BORNEO
28-MAY-2012 16:36:47 	35.70 	139.92 	5.1 	75.4 	NEAR S. COAST OF HONSHU, JAPAN
28-MAY-2012 15:44:13 	38.01 	21.53 	4.3 	11.1 	GREECE
28-MAY-2012 15:39:46 	-25.27 	-179.88 	5.0 	506.2 	SOUTH OF FIJI ISLANDS
28-MAY-2012 15:39:45 	-25.28 	179.97 	4.9 	492.1 	SOUTH OF FIJI ISLANDS
28-MAY-2012 15:20:20 	-60.81 	-27.00 	4.6 	35.0 	SOUTH SANDWICH ISLANDS REGION
28-MAY-2012 15:08:16 	36.78 	71.21 	4.3 	103.7 	AFGHANISTAN-TAJIKISTAN BORD REG.
28-MAY-2012 14:44:09 	9.49 	-40.52 	4.4 	10.0 	CENTRAL MID-ATLANTIC RIDGE
28-MAY-2012 14:39:08 	38.57 	144.67 	4.7 	24.8 	OFF EAST COAST OF HONSHU, JAPAN
28-MAY-2012 13:16:41 	-24.15 	-66.99 	4.2 	186.7 	SALTA PROVINCE, ARGENTINA
28-MAY-2012 13:15:03 	0.05 	123.42 	4.9 	153.1 	MINAHASSA PENINSULA, SULAWESI
28-MAY-2012 11:50:56 	-28.10 	-63.13 	6.4 	594.6 	SANTIAGO DEL ESTERO PROV., ARG.
28-MAY-2012 08:29:27 	14.29 	145.23 	4.3 	100.8 	MARIANA ISLANDS
28-MAY-2012 08:22:09 	-27.93 	-71.06 	4.6 	22.9 	NEAR COAST OF NORTHERN CHILE
28-MAY-2012 05:07:23 	-28.06 	-63.08 	6.8 	588.0 	SANTIAGO DEL ESTERO PROV., ARG.
28-MAY-2012 02:22:57 	39.65 	118.74 	4.7 	38.7 	NORTHEASTERN CHINA
28-MAY-2012 01:06:31 	39.92 	16.16 	4.1 	28.4 	SOUTHERN ITALY
27-MAY-2012 23:59:25 	-29.47 	-176.20 	4.4 	10.0 	KERMADEC ISLANDS REGION
27-MAY-2012 23:05:25 	-30.03 	-176.03 	4.1 	18.9 	KERMADEC ISLANDS REGION
27-MAY-2012 22:16:30 	14.38 	-93.45 	4.2 	42.1 	NEAR COAST OF CHIAPAS, MEXICO
27-MAY-2012 21:52:52 	13.18 	-89.06 	4.0 	75.1 	EL SALVADOR
27-MAY-2012 20:50:21 	30.79 	83.43 	4.7 	27.5 	XIZANG
27-MAY-2012 20:01:43 	-21.84 	-68.40 	4.4 	126.6 	CHILE-BOLIVIA BORDER REGION
27-MAY-2012 18:40:24 	-21.98 	-179.30 	4.4 	479.8 	FIJI ISLANDS REGION
27-MAY-2012 18:18:46 	44.91 	11.07 	4.3 	13.2 	NORTHERN ITALY
27-MAY-2012 18:05:50 	16.26 	-95.52 	4.6 	68.7 	OAXACA, MEXICO
27-MAY-2012 17:12:31 	-30.39 	-177.95 	4.7 	35.0 	KERMADEC ISLANDS, NEW ZEALAND
27-MAY-2012 17:00:28 	-43.45 	172.90 	4.6 	14.2 	SOUTH ISLAND, NEW ZEALAND
27-MAY-2012 16:39:10 	38.82 	70.33 	4.1 	44.0 	AFGHANISTAN-TAJIKISTAN BORD REG.
27-MAY-2012 16:27:59 	-31.53 	-178.59 	4.4 	39.4 	KERMADEC ISLANDS REGION
27-MAY-2012 16:03:58 	36.42 	71.36 	4.6 	106.2 	AFGHANISTAN-TAJIKISTAN BORD REG.
27-MAY-2012 15:50:30 	56.46 	157.96 	4.3 	122.7 	KAMCHATKA
27-MAY-2012 15:01:27 	26.49 	91.10 	4.3 	34.7 	NORTHEASTERN INDIA
27-MAY-2012 14:32:19 	-7.60 	128.24 	4.5 	159.1 	BANDA SEA
27-MAY-2012 14:23:19 	28.66 	142.56 	4.8 	37.3 	BONIN ISLANDS REGION
27-MAY-2012 13:42:00 	14.33 	-93.30 	4.9 	50.7 	NEAR COAST OF CHIAPAS, MEXICO
27-MAY-2012 12:34:39 	45.38 	151.46 	4.6 	43.3 	KURIL ISLANDS
27-MAY-2012 11:38:12 	27.33 	129.21 	4.7 	41.9 	RYUKYU ISLANDS
27-MAY-2012 11:20:12 	24.63 	123.09 	4.9 	46.4 	SOUTHWESTERN RYUKYU ISLANDS
27-MAY-2012 11:19:01 	31.62 	104.16 	4.6 	10.0 	SICHUAN, CHINA
27-MAY-2012 10:58:00 	-2.96 	100.07 	4.8 	15.6 	SOUTHERN SUMATERA, INDONESIA
